 62.67892188	 78.25936094	 84.10617812	 87.78004375	 92.57662188	 96.83697813	 64.07472813
 62.02651094	      78.565	 83.80849375	    87.76285	 92.25769375	     96.9811	 65.38057188
 20.46422734	 26.49438906	 28.08761875	 29.54149609	     30.9517	 32.68078047	 22.39683672
 11.77753633	     15.4498	 16.43925742	 17.54006523	 18.52771914	 19.86310703	 13.71835938
 7.350876953	 9.755646484	 10.20172656	 10.78939023	   11.233825	 11.91682656	 8.254431836
 5.034190234	 6.731665234	 7.028968164	      7.4896	 7.812142188	 8.331145117	 5.706636719
 3.599035059	 4.845708789	 5.023321094	    5.356075	  5.56082793	 5.916367188	 3.995674023
 2.687679883	 3.637650977	 3.745957129	 3.997488965	 4.133379883	 4.388671094	  2.92697793
 2.044190869	 2.777911914	 2.857155859	 3.065659082	 3.173055859	 3.376842871	 2.236945557
 1.612981299	 2.199484229	 2.253643311	 2.420781543	 2.501114746	  2.65602959	 1.735118799
 1.297950098	 1.776041846	 1.815794775	      1.9531	 2.017808154	 2.139343311	 1.388894189
  1.05904873	  1.45542666	 1.490373145	 1.608570068	 1.664197949	 1.762619775	 1.127436719
0.8777481689	 1.211431299	  1.23787627	 1.338364844	 1.390461426	  1.47445542	0.9301167725
0.7361379883	 1.019619678	 1.043373145	 1.131515869	 1.177612598	 1.246931494	 0.769830127
0.6340903076	0.8794503906	0.8996110352	0.9765126953	 1.017085571	 1.074768701	0.6468471924
0.5713032959	0.7896630859	0.8050804199	0.8745613281	0.9112107666	0.9608595947	 0.562227417
0.5465494141	 0.749052124	0.7622716064	0.8277534912	0.8626887695	0.9083604736	0.5186856689
0.5566906006	0.7521748047	0.7654687012	0.8320525146	0.8689566895	0.9144772217	0.5142871094
0.5999641357	0.7963861328	0.8104297363	0.8818861328	0.9241249023	0.9742867188	0.5446489258
0.6694824707	0.8730745117	0.8884081299	0.9669781006	 1.015725098	 1.071261133	0.5986435059
0.7584720947	0.9729082275	0.9893674316	 1.076532666	 1.132084668	 1.194466943	0.6695653076
 0.876475293	 1.104163281	 1.123695654	 1.221887793	 1.287081104	 1.360134473	0.7713099854
 1.040925684	 1.287574316	 1.313730713	 1.429186328	 1.507718506	 1.597209766	0.9263670654
 1.256680615	  1.52564585	 1.562018213	 1.704222754	 1.807264551	 1.919888184	 1.149364844
 1.527930713	 1.820132178	 1.868544678	 2.042708154	 2.179159229	 2.331458301	 1.450533936
 1.847470557	 2.155870557	 2.218211523	 2.424226855	 2.588657324	 2.773666504	  1.80319126
 2.188018604	 2.495452539	 2.555452832	 2.778793457	 2.956798047	 3.148861035	  2.13197793
  2.51734873	 2.795846875	 2.823141895	 3.022866895	 3.168741895	 3.321141895	 2.327889941
 2.782890332	 2.992321094	  2.95607793	 3.087141895	      3.1552	 3.217384082	  2.32004834
 2.946828906	 3.058162012	 2.935854883	 2.974987012	    2.952775	 2.919346094	 2.161564844
 3.010819141	 3.019444141	    2.817475	 2.773257227	 2.677145898	   2.5755625	 1.961964063
 2.993146094	  2.91280293	 2.649865234	 2.543985449	 2.402684863	 2.260569531	 1.774023145
 2.885304883	 2.736902441	 2.437800684	 2.292043457	 2.127216162	 1.967121045	  1.58565127
 2.722017285	 2.526837695	 2.223698828	 2.063437891	 1.895645166	 1.734358545	  1.43393623
 2.594389844	 2.373154199	 2.074730811	 1.909454248	  1.74461377	 1.586368311	 1.339624902
 2.515883008	 2.289445996	 1.999474609	 1.833314746	 1.672445459	 1.516784863	 1.300787793
  2.48352373	 2.268637891	 1.993896338	 1.832562988	 1.677994873	 1.525291064	 1.322925098
 2.471410937	 2.280140723	 2.028794189	 1.879224707	 1.735363867	 1.588340137	 1.388949121
 2.454324707	 2.297094531	 2.070864941	  1.93514292	 1.803843701	 1.664393799	  1.46088042
  2.39771582	   2.2841125	 2.089010254	 1.971771045	 1.857310352	 1.729483545	 1.518400293
 2.260096973	 2.194817236	  2.04649126	 1.960502148	 1.874838086	 1.769895654	 1.555806689
 2.027086914	 2.007155225	 1.909672363	 1.859875293	 1.809053271	 1.735075879	 1.529492529
 1.673678857	 1.701246631	 1.634263281	 1.603437988	 1.573111035	 1.521439258	 1.338382568
  1.19667124	 1.258927832	 1.204045264	 1.174928857	  1.14769624	 1.103751074	0.9584577637
0.7083244141	0.7703979736	0.7276111328	0.7007481689	0.6766270264	0.6435367188	0.5479542725
0.3639861938	0.4082137085	0.3809238892	0.3625314941	0.3464895874	  0.32443479	0.2676675903
0.1705636108	0.1990515991	0.1832383179	0.1720906006	0.1628910889	0.1493680176	0.1169520874
0.08940892334	0.1066537048	0.09835968628	0.09216702271	0.08794699097	0.09794526367	0.07868359375
0.1439041138	0.1524421021	0.1499011108	0.1471216064	0.1474093018	0.1719574097	0.1631052856
 0.916642334	0.9101412842	0.9139983643	0.9093501953	0.9169041748	0.9114033936	 0.925149707
