0.01999999955	-4423.500977	 8422.957031	 11910.32031	 4087.322998	 11801.62988	-782.8231201	 1420.541016
0.03999999911	-1609.796997	 8432.432617	 11989.78027	  6165.01123	 11860.66992	 3260.669922	 2144.797119
0.05999999866	 1131.134033	 8400.708008	 12021.65039	 8199.196289	 11890.51953	 7146.766113	 2861.808105
0.07999999821	 3175.013916	 8305.279297	 11878.29004	 9564.857422	 11866.00977	  9451.84668	 3615.409912
0.1000000015	 4427.037109	 8168.271973	 11568.16992	 10164.21973	 11818.83984	 9962.094727	 4424.425781
0.1199999973	 5174.059082	 8083.847168	 11193.62012	       10345	 11788.74023	 9478.141602	 5243.112793
0.1400000006	 5653.919922	 8198.121094	 10824.07031	 10511.48047	 11729.16992	 8947.011719	  5929.34082
0.1599999964	 6028.609863	 8581.949219	  10517.9502	 10862.80957	 11669.19043	 8743.302734	 6497.080078
0.1800000072	 6418.070801	 9167.420898	 10396.17969	 11500.19043	 11794.23047	 8829.473633	 7059.166992
 0.200000003	 6901.236816	 9842.478516	 10563.73047	 12482.37012	 12291.99023	  9030.46875	 7714.109863
0.2199999988	 7567.513184	  10574.7998	 11049.07031	 13847.48047	 13235.82031	 9262.067383	 8516.597656
0.2399999946	 8662.068359	    11529.25	 11935.57031	 15686.46973	 14747.87988	 9732.244141	 9663.901367
0.2599999905	 10498.29004	 12885.82031	 13305.38965	 18089.92969	 16986.94922	  10669.4502	 11394.11035
0.2800000012	 13314.96973	 14856.37012	 15251.96973	 21035.24023	 20142.65039	 12211.58008	    13975.75
0.3000000119	 17422.34961	    17892.25	 18154.44922	 24681.67969	 24788.81055	 14651.28027	 18019.00977
0.3199999928	  23824.5293	    22988.75	 22812.46094	 29701.08008	 32095.83984	 18626.16992	 24712.07031
0.3400000036	 34952.51953	 32086.88086	 30706.00977	 37654.21094	       44098	 25392.55078	 36173.21875
0.3600000143	 55997.19922	 48689.53906	 44143.21094	 50423.78906	 63685.96094	 37054.57812	 56357.69922
0.3799999952	 97930.24219	 77390.65625	 64595.05078	 67898.92188	 91718.32031	 55283.35938	 90263.22656
 0.400000006	 169057.5938	      114459	 86937.78125	  84181.1875	 119975.6016	 76392.38281	 134780.2031
0.4199999869	 202834.7031	 131110.7031	 96966.65625	 89626.02344	 130038.3984	 86363.59375	    158916.5
0.4399999976	    139473.5	 110436.6016	 88276.21875	 82497.14844	      116169	 77237.39062	 136931.2031
0.4600000083	 80390.65625	 79668.46875	 70740.97656	 69573.03906	 92369.78906	 60258.44922	 98812.77344
0.4799999893	 49730.14062	 57260.21094	 54798.85156	 57180.53125	 71268.64844	    45866.25	 69941.04688
         0.5	 33219.71875	 41883.58984	 41716.21875	 45547.76953	 53778.35938	 34472.19922	 49701.87891
0.5199999809	 23031.86914	 30264.10938	 30479.93945	 34046.46875	 38638.62109	 24882.74023	 34552.51953
0.5400000215	 16862.24023	  22466.0293	  22503.2793	 25367.64062	 28000.16016	 18269.01953	 24889.28906
0.5600000024	 13623.91992	 18219.01953	 18142.44922	 20659.13086	 22320.58984	 14850.09961	 20097.64062
0.5799999833	 12180.79004	 16254.70996	 16202.24023	 18665.09961	 19815.55078	 13463.29004	     18209.5
0.6000000238	 11769.08008	 15598.41016	 15686.16992	 18079.35938	  18967.7793	 13107.79004	       17757
0.6200000048	 12033.13965	 15790.08984	 16130.71973	 18245.84961	 19054.71094	 13296.12012	 18027.39062
0.6399999857	 12912.80957	 16827.75977	 17490.24023	  19303.2793	 20133.01953	 14080.57031	 19026.63086
0.6600000262	 14650.09961	 19075.00977	 20069.31055	 21810.16992	 22689.31055	 15801.65039	 21126.69922
0.6800000072	       17394	 22582.94922	 23796.15039	 25627.64062	 26570.63086	 18384.24023	 24215.91016
0.6999999881	  20836.7207	  26715.2207	 27971.40039	 29706.39062	 30816.94922	 21263.73047	 27680.21094
0.7200000286	 24608.38086	    30919.75	 32231.46094	 33553.85156	 34907.57031	 24080.36914	 31065.17969
0.7400000095	 27839.10938	 34407.07031	 35941.69141	 36728.42188	 38174.82812	 26218.16016	 33349.16016
0.7599999905	 28230.63086	 34827.71875	 36686.28125	 37070.10156	    38301.25	 26042.61914	  32386.5293
0.7799999714	  24282.2793	 30298.13086	 32364.41992	 32631.26953	 33457.92969	 22500.73047	 27225.08008
0.8000000119	 18416.59961	 23298.61914	 25232.09961	 25440.24023	 25993.17969	 17409.10938	 20549.78906
0.8199999928	 13167.41992	 16815.69922	 18431.05078	 18582.00977	 19037.50977	  12824.4502	 14856.83984
0.8399999738	 9397.219727	 11996.58008	 13192.25977	 13212.51953	 13645.25977	 9304.621094	 10655.33008
0.8600000143	 6871.562012	 8688.489258	 9476.424805	  9341.46875	 9737.139648	 6718.931152	 7651.628906
0.8799999952	 5328.434082	  6675.25293	 7211.336914	 6997.599121	 7354.117188	 5116.458984	  5818.87793
0.8999999762	 4706.365234	 5878.911133	  6325.40918	 6076.628906	 6438.774902	 4503.437988	 5133.187012
0.9200000167	 5100.263184	 6388.713867	 6883.894043	 6581.583984	  7034.35791	 4930.971191	 5648.303223
0.9399999976	 7320.359863	 9211.847656	 9959.508789	 9502.083008	 10242.53027	 7172.887207	 8272.462891
0.9599999785	 14957.29004	 18808.96094	 20299.57031	 19268.05078	 20954.40039	 14635.00977	 17039.98047
0.9800000191	 47315.80078	 57976.17188	 60984.98047	 56601.14844	 63001.66016	 44578.76953	 53387.76953
