-31.63698125	-32.52291875	-33.75313125	   -21.58835	-21.31452969	-22.05909062	-20.14449062
 30.72803125	 32.86541875	 34.44344063	 24.34314063	 22.02885937	 21.45900938	 19.04434063
     12.2246	 12.99587031	 13.15864063	 9.791553906	 8.851927344	 8.779415625	 8.135902344
 6.874090625	 7.273629688	 7.274828906	      5.6508	 5.095051953	 5.061342969	 4.798889844
 4.593551953	 4.819703125	 4.855391016	 3.850287891	 3.486837109	 3.434717969	 3.280389844
 3.190103906	  3.27197207	 3.307860156	 2.662506055	 2.416641992	 2.342573047	 2.248140039
 2.364058008	 2.375974023	 2.440014062	 1.990616992	 1.793259961	 1.716450977	 1.636645996
 1.855924023	 1.838467969	 1.890392969	 1.553778027	 1.379512012	 1.317237012	 1.252653027
 1.497400977	 1.474962012	 1.522458008	 1.269820996	 1.105949023	  1.05307002	0.9964820313
 1.256328027	 1.235909961	 1.272733008	 1.068463965	0.9242998047	0.8776708984	0.8322412109
  1.07872998	 1.067119043	 1.098030957	 0.925509668	0.8044932129	0.7600686035	0.7251727051
0.9496572266	0.9495982422	0.9768541016	0.8231856445	0.7215160156	0.6819286133	0.6544228027
0.8524291992	0.8624083008	0.8935621094	0.7547644043	 0.664814502	0.6334282227	0.6074708008
0.7887664063	0.8061933105	0.8414738281	0.7106970215	0.6295175781	0.6085466797	0.5823566895
0.7626081055	0.7835641113	0.8192540039	0.6903790039	0.6189553223	0.6066684082	0.5813630859
0.7753418945	0.7973691895	0.8308694336	0.6965433105	0.6360270996	 0.628310498	0.6051354004
0.8165375977	0.8395513672	0.8710864258	0.7278312988	0.6754430176	0.6675425781	0.6455971191
0.8736432617	0.8997916016	0.9330138672	0.7819007813	0.7335199219	0.7220902832	0.7000505859
0.9496728516	0.9796646484	 1.018303027	0.8605800781	0.8145348145	0.8007743164	0.7798049805
      1.0595	 1.091066992	 1.135149023	0.9670777344	0.9255283203	0.9165505859	0.9012548828
 1.208662988	 1.238694043	 1.284516016	 1.098653027	 1.064338965	 1.070042969	 1.066462012
    1.393575	  1.42032002	 1.465953027	 1.254737988	  1.22897002	  1.25560498	  1.26852998
 1.599771973	 1.626141992	 1.669928906	 1.433645996	    1.417375	 1.464279004	 1.494678027
 1.826208008	 1.853200977	 1.891181055	 1.629483008	 1.627446973	 1.694961914	 1.748096094
 2.046185938	 2.078985938	 2.110458008	 1.823941016	  1.83669707	 1.915286914	 1.987357031
 2.220551953	 2.255141016	 2.281607031	 1.978008008	 1.996456055	 2.062907031	 2.134556055
 2.328049023	 2.357866016	 2.375484961	 2.056516992	 2.066271094	 2.100271094	 2.150843945
 2.364623047	    2.388175	    2.399425	 2.066301953	 2.058583984	 2.056682031	 2.077038086
 2.311364063	 2.326646094	 2.333636914	 1.996849023	 1.971974023	 1.944133984	 1.938068945
 2.189548047	 2.194283984	 2.195883984	 1.867717969	 1.832456055	 1.793018945	 1.772543945
 2.064473047	 2.057088086	 2.051698047	 1.740040039	 1.698248047	 1.654284961	 1.626517969
  1.93584707	 1.915939063	 1.900853906	 1.611851953	 1.573074023	  1.53767002	 1.513838965
 1.758816016	 1.725693945	 1.696061914	 1.435341992	 1.408192969	 1.392662988	 1.381063965
 1.609107031	    1.567525	 1.525762012	 1.287058008	 1.265750977	 1.266109961	 1.262838965
 1.550379004	 1.502901953	 1.452246973	 1.221483984	 1.201696973	  1.21457998	 1.217367969
 1.585415039	 1.533141016	 1.476036035	 1.239462988	 1.223608008	 1.253162988	 1.266745996
 1.692491992	 1.637176953	  1.57617002	  1.32335498	 1.317055957	 1.370817969	 1.403230957
 1.837858008	 1.786010938	 1.724542969	  1.44880498	 1.454888965	 1.536254004	  1.59252002
 1.992178906	 1.950109961	 1.895110938	 1.594894043	  1.60854502	 1.710041992	 1.782358008
 2.186442969	 2.163624023	  2.12387207	 1.793316016	    1.798725	 1.903010938	 1.969725977
 2.392464063	 2.389744922	    2.368025	 2.005543945	 1.991042969	 2.088406055	 2.136384961
 2.515217969	 2.523067969	 2.512166992	 2.124282031	 2.086959961	 2.170081055	 2.193061914
 2.459026953	 2.469380078	  2.46224707	 2.071291016	  2.00827793	 2.062358984	 2.053017969
 2.098413086	 2.096376953	 2.080498047	  1.73004707	 1.653533008	  1.67317793	 1.639093945
 1.414791992	 1.408466992	 1.393201953	 1.146051953	 1.089320996	 1.094912012	 1.065036035
0.8146058105	0.8150008789	0.8103102051	0.6635694824	0.6347051758	0.6405143066	0.6254800781
0.5573451172	0.5679439941	0.5753733887	 0.473923584	0.4571545898	0.4637487793	0.4555248047
0.6506811035	0.6794575195	0.7066746094	0.5895690918	0.5665893066	0.5706481934	0.5571861816
 1.510721973	 1.607963965	 1.707698047	 1.448173047	 1.362466992	 1.340633008	 1.280896973
 7.368446875	 7.895359375	 8.438440625	 7.237963281	 6.673535156	 6.430373047	 6.025467969
